DOBEC;OBEC;OKRES;PSC;DPOSTA;POSTA;KOD_OKR;KRAJ;;;;;;;;;;;;;;;;;;;;;;;
Palota;Palota;Medzilaborce;068 01;Medzilaborce;Medzilaborce;705;PV;;;;;;;;;;;;;;;;;;;;;;;
Paòa;Paòa;Nitra;951 05;Ve¾kı Cetín;Ve¾kı Cetín;403;NI;;;;;;;;;;;;;;;;;;;;;;;
Panické Dravce;Panické Dravce;Luèenec;985 32;Ve¾ká nad Ip¾om;Ve¾ká nad Ip¾om;606;BC;;;;;;;;;;;;;;;;;;;;;;;
Paòovce;Paòovce;Košice - okolie;044 71;Èeèejovce;Èeèejovce;806;KI;;;;;;;;;;;;;;;;;;;;;;;
Papín;Papín;Humenné;067 33;Papín;Papín;702;PV;;;;;;;;;;;;;;;;;;;;;;;
Paprad;Paprad;Nové Mesto n.Váhom;916 01;Stará Turá;Stará Turá;304;TC;;;;;;;;;;;;;;;;;;;;;;;
Papradno;Papradno;Povaská Bystrica;018 13;Papradno;Papradno;306;TC;;;;;;;;;;;;;;;;;;;;;;;
Parchovany;Parchovany;Trebišov;076 62;Parchovany;Parchovany;811;KI;;;;;;;;;;;;;;;;;;;;;;;
Parihuzovce;Parihuzovce;Snina;067 35;Pèoliné;Pèoliné;709;PV;;;;;;;;;;;;;;;;;;;;;;;
Párnica;Párnica;Dolnı Kubín;026 01;Dolnı Kubín 1;Dolnı Kubín 1;503;ZI;;;;;;;;;;;;;;;;;;;;;;;
Partizánska ¼upèa;Partizánska ¼upèa;Liptovskı Mikuláš;032 15;Partizánska ¼upèa;Partizánska ¼upèa;505;ZI;;;;;;;;;;;;;;;;;;;;;;;
Partizánske;Partizánske;Partizánske;;;Pozri zoz.ulíc s PSÈ;305;TC;;;;;;;;;;;;;;;;;;;;;;;
Pasieèka;Pasieèka;Púchov;020 53;Lúky;Lúky;308;TC;;;;;;;;;;;;;;;;;;;;;;;
Pastovce;Pastovce;Levice;935 74;Ipe¾skı Sokolec;Ipe¾skı Sokolec;402;NI;;;;;;;;;;;;;;;;;;;;;;;
Pastuchov;Pastuchov;Hlohovec;920 63;Pastuchov;Pastuchov;203;TA;;;;;;;;;;;;;;;;;;;;;;;
Pašková;Pašková;Roòava;049 32;Štítnik;Štítnik;808;KI;;;;;;;;;;;;;;;;;;;;;;;
Paština Závada;Paština Závada;ilina;013 41;Dolnı Hrièov;Dolnı Hrièov;511;ZI;;;;;;;;;;;;;;;;;;;;;;;
Pata;Pata;Galanta;925 53;Pata;Pata;202;TA;;;;;;;;;;;;;;;;;;;;;;;
Pataš;Pataš;Dunajská Streda;929 01;Dunajská Streda 1;Dunajská Streda 1;201;TA;;;;;;;;;;;;;;;;;;;;;;;
Patince;Patince;Komárno;946 39;Ia;Ia;401;NI;;;;;;;;;;;;;;;;;;;;;;;
Pavèina Lehota;Pavèina Lehota;Liptovskı Mikuláš;031 01;Liptovskı Mikuláš 1;Liptovskı Mikuláš 1;505;ZI;;;;;;;;;;;;;;;;;;;;;;;
Pav¾any;Pav¾any;Levoèa;053 71;Vyšné Repaše;Vyšné Repaše;704;PV;;;;;;;;;;;;;;;;;;;;;;;
Pavlice;Pavlice;Trnava;919 42;Voderady pri Trnave;Voderady pri Trnave;207;TA;;;;;;;;;;;;;;;;;;;;;;;
Pavlová;Pavlová;Nové Zámky;943 59;Sikenièka;Sikenièka;404;NI;;;;;;;;;;;;;;;;;;;;;;;
Pavlova Ves;Pavlova Ves;Liptovskı Mikuláš;032 21;Bobrovec;Bobrovec;505;ZI;;;;;;;;;;;;;;;;;;;;;;;
Pavlovce;Pavlovce;Vranov nad Top¾ou;094 31;Hanušovce nad Top¾ou;Hanušovce nad Top¾ou;713;PV;;;;;;;;;;;;;;;;;;;;;;;
Pavlovce;Pavlovce;Rimavská Sobota;980 01;Rimavské Janovce;Rimavské Janovce;609;BC;;;;;;;;;;;;;;;;;;;;;;;
Pavlovce nad Uhom;Pavlovce nad Uhom;Michalovce;072 14;Pavlovce nad Uhom;Pavlovce nad Uhom;807;KI;;;;;;;;;;;;;;;;;;;;;;;
Pai;Pai;Partizánske;958 03;Partizánske 1;Partizánske 1;305;TC;;;;;;;;;;;;;;;;;;;;;;;
Pèoliné;Pèoliné;Snina;067 35;Pèoliné;Pèoliné;709;PV;;;;;;;;;;;;;;;;;;;;;;;
Peèeòady;Peèeòady;Piešany;922 07;Ve¾ké Kosto¾any;Ve¾ké Kosto¾any;204;TA;;;;;;;;;;;;;;;;;;;;;;;
Peèeòany;Peèeòany;Bánovce nad Bebravou;956 36;Rybany;Rybany;301;TC;;;;;;;;;;;;;;;;;;;;;;;
Peèenice;Peèenice;Levice;935 03;Bátovce;Bátovce;402;NI;;;;;;;;;;;;;;;;;;;;;;;
Peèovská Nová Ves;Peèovská Nová Ves;Sabinov;082 56;Peèovská Nová Ves;Peèovská Nová Ves;708;PV;;;;;;;;;;;;;;;;;;;;;;;
Peder;Peder;Košice - okolie;044 05;Moldava nad Bodvou;Moldava nad Bodvou;806;KI;;;;;;;;;;;;;;;;;;;;;;;
Perín;Perín;Košice - okolie;044 74;Perín-Chym;Perín-Chym;806;KI;;;;;;;;;;;;;;;;;;;;;;;
Perín-Chym;Perín - Chym;Košice - okolie;044 74;Perín-Chym;Perín-Chym;806;KI;;;;;;;;;;;;;;;;;;;;;;;
Pernek;Pernek;Malacky;900 53;Pernek pri Malackách;Pernek pri Malackách;106;BL;;;;;;;;;;;;;;;;;;;;;;;
Petkovce;Petkovce;Vranov nad Top¾ou;094 33;Vyšnı ipov;Vyšnı ipov;713;PV;;;;;;;;;;;;;;;;;;;;;;;
Petrikovce;Petrikovce;Michalovce;072 06;Malèice;Malèice;807;KI;;;;;;;;;;;;;;;;;;;;;;;
Petrová;Petrová;Bardejov;086 02;Gaboltov;Gaboltov;701;PV;;;;;;;;;;;;;;;;;;;;;;;
Petrova Lehota;Petrova Lehota;Trenèín;913 26;Motešice;Motešice;309;TC;;;;;;;;;;;;;;;;;;;;;;;
Petrova Ves;Petrova Ves;Skalica;908 44;Petrova Ves;Petrova Ves;206;TA;;;;;;;;;;;;;;;;;;;;;;;
Petrovany;Petrovany;Prešov;082 53;Petrovany;Petrovany;707;PV;;;;;;;;;;;;;;;;;;;;;;;
Petrovany - Vysielaè;Petrovany-Vysielaè;Prešov;080 01;Prešov 1;Prešov 1;707;PV;;;;;;;;;;;;;;;;;;;;;;;
Petrovce;Petrovce;Rimavská Sobota;980 35;Gemerskı Jablonec;Gemerskı Jablonec;609;BC;;;;;;;;;;;;;;;;;;;;;;;
Petrovce;Petrovce;Vranov nad Top¾ou;094 31;Hanušovce nad Top¾ou;Hanušovce nad Top¾ou;713;PV;;;;;;;;;;;;;;;;;;;;;;;
Petrovce;Petrovce;Sobrance;072 62;Porúbka pri Sobranciach;Porúbka pri Sobranciach;809;KI;;;;;;;;;;;;;;;;;;;;;;;
Petrovce nad Laborcom;Petrovce n/Laborcom;Michalovce;071 01;Michalovce 1;Michalovce 1;807;KI;;;;;;;;;;;;;;;;;;;;;;;
Petrovice;Petrovice;Bytèa;013 53;Petrovice pri Bytèi;Petrovice pri Bytèi;501;ZI;;;;;;;;;;;;;;;;;;;;;;;
Petrovo;Petrovo;Roòava;049 35;Ochtiná;Ochtiná;808;KI;;;;;;;;;;;;;;;;;;;;;;;
Pezinok;Pezinok;Pezinok;;;Pozri zoz.ulíc s PSÈ;107;BL;;;;;;;;;;;;;;;;;;;;;;;
Piešany;Piešany;Piešany;921 01;Piešany 1;Piešany 1;204;TA;;;;;;;;;;;;;;;;;;;;;;;
Pichne;Pichne;Snina;069 01;Snina 1;Snina 1;709;PV;;;;;;;;;;;;;;;;;;;;;;;
Píla;Píla;Pezinok;900 89;Èastá;Èastá;107;BL;;;;;;;;;;;;;;;;;;;;;;;
Píla;Píla;Luèenec;985 53;Mıtna;Mıtna;606;BC;;;;;;;;;;;;;;;;;;;;;;;
Píla;Píla;arnovica;966 81;arnovica;arnovica;612;BC;;;;;;;;;;;;;;;;;;;;;;;
Pinciná;Pinciná;Luèenec;984 01;Luèenec 1;Luèenec 1;606;BC;;;;;;;;;;;;;;;;;;;;;;;
Pinkovce;Pinkovce;Sobrance;072 54;Lekárovce;Lekárovce;809;KI;;;;;;;;;;;;;;;;;;;;;;;
Piskorovce;Piskorovce;Vranov nad Top¾ou;094 05;Holèíkovce;Holèíkovce;713;PV;;;;;;;;;;;;;;;;;;;;;;;
Pitelová;Pitelová;iar nad Hronom;966 11;Trnavá Hora;Trnavá Hora;613;BC;;;;;;;;;;;;;;;;;;;;;;;
Plášovce;Plášovce;Levice;935 82;Plášovce;Plášovce;402;NI;;;;;;;;;;;;;;;;;;;;;;;
Plavé Vozokany;Plavé Vozokany;Levice;935 69;Tekovské Luany;Tekovské Luany;402;NI;;;;;;;;;;;;;;;;;;;;;;;
Plavé Vozokany - Medvecké;Plavé Vozokany-Medvecké;Levice;935 41;Tekovské Luany;Tekovské Luany;402;NI;;;;;;;;;;;;;;;;;;;;;;;
Plavecké Podhradie;Plavecké Podhradie;Malacky;906 36;Plaveckı Mikuláš;Plaveckı Mikuláš;106;BL;;;;;;;;;;;;;;;;;;;;;;;
Plaveckı Mikuláš;Plaveckı Mikuláš;Malacky;906 35;Plaveckı Mikuláš;Plaveckı Mikuláš;106;BL;;;;;;;;;;;;;;;;;;;;;;;
Plaveckı Peter;Plaveckı Peter;Senica;906 35;Plaveckı Mikuláš;Plaveckı Mikuláš;205;TA;;;;;;;;;;;;;;;;;;;;;;;
Plaveckı Štvrtok;Plaveckı Štvrtok;Malacky;900 68;Plaveckı Štvrtok;Plaveckı Štvrtok;106;BL;;;;;;;;;;;;;;;;;;;;;;;
Plaveè;Plaveè;Stará ¼ubovòa;065 44;Plaveè nad Popradom;Plaveè nad Popradom;710;PV;;;;;;;;;;;;;;;;;;;;;;;
Plavnica;Plavnica;Stará ¼ubovòa;065 45;Plavnica;Plavnica;710;PV;;;;;;;;;;;;;;;;;;;;;;;
Plechotice;Plechotice;Trebišov;075 01;Trebišov 1;Trebišov 1;811;KI;;;;;;;;;;;;;;;;;;;;;;;
Pleš;Pleš;Luèenec;985 31;Rapovce;Rapovce;606;BC;;;;;;;;;;;;;;;;;;;;;;;
Plešivec;Plešivec;Roòava;049 11;Plešivec;Plešivec;808;KI;;;;;;;;;;;;;;;;;;;;;;;
Plevník-Drienové;Plevník - Drienové;Povaská Bystrica;018 26;Plevník - Drienové;Plevník-Drienové;306;TC;;;;;;;;;;;;;;;;;;;;;;;
Pliešovce;Pliešovce;Zvolen;962 63;Pliešovce 1;Pliešovce 1;611;BC;;;;;;;;;;;;;;;;;;;;;;;
Ploské;Ploské;Košice - okolie;044 44;Krá¾ovce pri Košiciach;Krá¾ovce pri Koš.;806;KI;;;;;;;;;;;;;;;;;;;;;;;
Ploské;Ploské;Revúca;982 65;Ratková;Ratková;608;BC;;;;;;;;;;;;;;;;;;;;;;;
Pobedim;Pobedim;Nové Mesto n.Váhom;916 23;Pobedim;Pobedim;304;TC;;;;;;;;;;;;;;;;;;;;;;;
Poèarová;Poèarová;Povaská Bystrica;018 15;Preèín;Preèín;306;TC;;;;;;;;;;;;;;;;;;;;;;;
Poèúvadlo;Poèúvadlo;Banská Štiavnica;969 01;Banská Štiavnica 1;Banská Štiavnica 1;602;BC;;;;;;;;;;;;;;;;;;;;;;;
Podbiel;Podbiel;Tvrdošín;027 42;Podbiel;Podbiel;510;ZI;;;;;;;;;;;;;;;;;;;;;;;
Podbranè;Podbranè;Senica;906 05;Sobotište;Sobotište;205;TA;;;;;;;;;;;;;;;;;;;;;;;
Podbrezová;Podbrezová;Brezno;;;Pozri zoz.ulíc s PSÈ;603;BC;;;;;;;;;;;;;;;;;;;;;;;
Podhájska;Podhájska;Nové Zámky;941 48;Podhájska;Podhájska;404;NI;;;;;;;;;;;;;;;;;;;;;;;
Podhorany;Podhorany;Kemarok;059 93;Bušovce;Bušovce;703;PV;;;;;;;;;;;;;;;;;;;;;;;
Podhorany;Podhorany;Prešov;082 12;Kapušany pri Prešove;Kapušany pri Prešove;707;PV;;;;;;;;;;;;;;;;;;;;;;;
Podhorany;Podhorany;Nitra;951 46;Podhorany pri Nitre;Podhorany pri Nitre;403;NI;;;;;;;;;;;;;;;;;;;;;;;
Podhorie;Podhorie;ilina;013 18;Lietava;Lietava;511;ZI;;;;;;;;;;;;;;;;;;;;;;;
Podhorie;Podhorie;Banská Štiavnica;969 82;Podhorie;Podhorie;602;BC;;;;;;;;;;;;;;;;;;;;;;;
Podhoroï;Podhoroï;Sobrance;072 64;Podhoroï;Podhoroï;809;KI;;;;;;;;;;;;;;;;;;;;;;;
Podhradie;Podhradie;Prievidza;972 42;Lehota pod Vtáènikom;Lehota pod Vtáènikom;307;TC;;;;;;;;;;;;;;;;;;;;;;;
Podhradie;Podhradie;Martin;038 52;Suèany;Suèany;506;ZI;;;;;;;;;;;;;;;;;;;;;;;
Podhradie;Podhradie;Topo¾èany;955 01;Topo¾èany 1;Topo¾èany 1;406;NI;;;;;;;;;;;;;;;;;;;;;;;
Podhradík;Podhradík;Prešov;080 06;Prešov 6;Prešov 6;707;PV;;;;;;;;;;;;;;;;;;;;;;;
Podkonice;Podkonice;Banská Bystrica;976 13;Slovenská ¼upèa;Slovenská ¼upèa;601;BC;;;;;;;;;;;;;;;;;;;;;;;
Podkriváò;Podkriváò;Detva;985 51;Podkriváò;Podkriváò;604;BC;;;;;;;;;;;;;;;;;;;;;;;
Podkylava;Podkylava;Myjava;916 16;Krajné;Krajné;303;TC;;;;;;;;;;;;;;;;;;;;;;;
Podluany;Podluany;Levice;935 27;Hronské Kosihy;Hronské Kosihy;402;NI;;;;;;;;;;;;;;;;;;;;;;;
Podluany;Podluany;Bánovce nad Bebravou;956 52;Podluany pri Bánovciach nad Bebravou;Podluany pri Bánov.;301;TC;;;;;;;;;;;;;;;;;;;;;;;
Podolie;Podolie;Nové Mesto n.Váhom;916 22;Podolie;Podolie;304;TC;;;;;;;;;;;;;;;;;;;;;;;
Podolínec;Podolínec;Stará ¼ubovòa;065 03;Podolínec;Podolínec;710;PV;;;;;;;;;;;;;;;;;;;;;;;
Podreèany;Podreèany;Luèenec;985 54;Lovinobaòa;Lovinobaòa;606;BC;;;;;;;;;;;;;;;;;;;;;;;
Podskalie;Podskalie;Povaská Bystrica;018 22;Pruina;Pruina;306;TC;;;;;;;;;;;;;;;;;;;;;;;
Podspády;Podspády;Poprad;059 56;Javorina;Javorina;706;PV;;;;;;;;;;;;;;;;;;;;;;;
Podtureò;Podtureò;Liptovskı Mikuláš;033 01;Liptovskı Hrádok 1;Liptovskı Hrádok 1;505;ZI;;;;;;;;;;;;;;;;;;;;;;;
Podvysoká;Podvysoká;Èadca;023 57;Podvysoká;Podvysoká;502;ZI;;;;;;;;;;;;;;;;;;;;;;;
Podzámèok;Podzámèok;Zvolen;962 61;Dobrá Niva;Dobrá Niva;611;BC;;;;;;;;;;;;;;;;;;;;;;;
Pohorelá;Pohorelá;Brezno;976 69;Pohorelá;Pohorelá;603;BC;;;;;;;;;;;;;;;;;;;;;;;
Pohranice;Pohranice;Nitra;951 02;Pohranice;Pohranice;403;NI;;;;;;;;;;;;;;;;;;;;;;;
Pohronská Polhora;Pohronská Polhora;Brezno;976 56;Pohronská Polhora;Pohronská Polhora;603;BC;;;;;;;;;;;;;;;;;;;;;;;
Pohronskı Bukovec;Pohronskı Bukovec;Banská Bystrica;976 62;Brusno;Brusno;601;BC;;;;;;;;;;;;;;;;;;;;;;;
Pohronskı Ruskov;Pohronskı Ruskov;Levice;935 62;Pohronskı Ruskov;Pohronskı Ruskov;402;NI;;;;;;;;;;;;;;;;;;;;;;;
Pochabany;Pochabany;Bánovce nad Bebravou;956 38;Šišov;Šišov;301;TC;;;;;;;;;;;;;;;;;;;;;;;
Pokryváè;Pokryváè;Dolnı Kubín;026 01;Dolnı Kubín 1;Dolnı Kubín 1;503;ZI;;;;;;;;;;;;;;;;;;;;;;;
Po¾anovce;Po¾anovce;Levoèa;053 05;Beharovce;Beharovce;704;PV;;;;;;;;;;;;;;;;;;;;;;;
Po¾any;Po¾any;Trebišov;076 84;Leles;Leles;811;KI;;;;;;;;;;;;;;;;;;;;;;;
Poliakovce;Poliakovce;Bardejov;086 11;Hrabovec;Hrabovec;701;PV;;;;;;;;;;;;;;;;;;;;;;;
Polianka;Polianka;Myjava;907 01;Myjava 1;Myjava 1;303;TC;;;;;;;;;;;;;;;;;;;;;;;
Polichno;Polichno;Luèenec;985 13;Ábelová;Ábelová;606;BC;;;;;;;;;;;;;;;;;;;;;;;
Polina;Polina;Revúca;982 62;Gemerská Ves;Gemerská Ves;608;BC;;;;;;;;;;;;;;;;;;;;;;;
Po¾nı Kesov;Po¾nı Kesov;Nitra;951 15;Mojmírovce;Mojmírovce;403;NI;;;;;;;;;;;;;;;;;;;;;;;
Poloma;Poloma;Sabinov;082 73;Šarišské Dravce;Šarišské Dravce;708;PV;;;;;;;;;;;;;;;;;;;;;;;
Polomka;Polomka;Brezno;976 66;Polomka;Polomka;603;BC;;;;;;;;;;;;;;;;;;;;;;;
Poltár;Poltár;Poltár;987 01;Poltár;Poltár;607;BC;;;;;;;;;;;;;;;;;;;;;;;
Poluvsie;Poluvsie;Prievidza;972 16;Pravenec;Pravenec;307;TC;;;;;;;;;;;;;;;;;;;;;;;
Pongrácovce;Pongrácovce;Levoèa;053 05;Beharovce;Beharovce;704;PV;;;;;;;;;;;;;;;;;;;;;;;
Poniky;Poniky;Banská Bystrica;976 33;Poniky;Poniky;601;BC;;;;;;;;;;;;;;;;;;;;;;;
Poprad;Poprad;Poprad;;;Pozri zoz.ulíc s PSÈ;706;PV;;;;;;;;;;;;;;;;;;;;;;;
Poproè;Poproè;Košice - okolie;044 24;Poproè;Poproè;806;KI;;;;;;;;;;;;;;;;;;;;;;;
Poproè;Poproè;Rimavská Sobota;982 67;Rovné;Rovné;609;BC;;;;;;;;;;;;;;;;;;;;;;;
Popudinské Moèid¾any;Popudinské Moèid¾any;Skalica;908 61;Radošovce;Radošovce;206;TA;;;;;;;;;;;;;;;;;;;;;;;
Poráè;Poráè;Spišská Nová Ves;053 23;Rudòany;Rudòany;810;KI;;;;;;;;;;;;;;;;;;;;;;;
Poriadie;Poriadie;Myjava;906 22;Myjava 1;Myjava 1;303;TC;;;;;;;;;;;;;;;;;;;;;;;
Porostov;Porostov;Sobrance;072 55;Sobrance;Sobrance;809;KI;;;;;;;;;;;;;;;;;;;;;;;
Poruba;Poruba;Prievidza;972 11;Lazany pri Prievidzi;Lazany pri Prievidzi;307;TC;;;;;;;;;;;;;;;;;;;;;;;
Poruba pod Vihorlatom;Poruba p/Vihorlatom;Michalovce;072 32;Jovsa;Jovsa;807;KI;;;;;;;;;;;;;;;;;;;;;;;
Porúbka;Porúbka;Humenné;067 41;Chlmec;Chlmec;702;PV;;;;;;;;;;;;;;;;;;;;;;;
Porúbka;Porúbka;Bardejov;086 12;Kurima;Kurima;701;PV;;;;;;;;;;;;;;;;;;;;;;;
Porúbka;Porúbka;ilina;013 11;Lietavská Lúèka;Lietavská Lúèka;511;ZI;;;;;;;;;;;;;;;;;;;;;;;
Porúbka;Porúbka;Sobrance;072 61;Porúbka pri Sobranciach;Porúbka pri Sobran.;809;KI;;;;;;;;;;;;;;;;;;;;;;;
Poša;Poša;Vranov nad Top¾ou;094 21;Ninı Hrabovec;Ninı Hrabovec;713;PV;;;;;;;;;;;;;;;;;;;;;;;
Potoèok;Potoèok;Ve¾kı Krtíš;991 22;Bušince;Bušince;610;BC;;;;;;;;;;;;;;;;;;;;;;;
Potok;Potok;Ruomberok;034 83;Liptovská Teplá;Liptovská Teplá;508;ZI;;;;;;;;;;;;;;;;;;;;;;;
Potok;Potok;Rimavská Sobota;982 67;Rovné;Rovné;609;BC;;;;;;;;;;;;;;;;;;;;;;;
Potoky;Potoky;Stropkov;091 01;Stropkov;Stropkov;711;PV;;;;;;;;;;;;;;;;;;;;;;;
Potôèky;Potôèky;Stropkov;091 01;Stropkov;Stropkov;711;PV;;;;;;;;;;;;;;;;;;;;;;;
Potônske Lúky;Potônske Lúky;Dunajská Streda;930 52;Blahová;Blahová;201;TA;;;;;;;;;;;;;;;;;;;;;;;
Potvorice;Potvorice;Nové Mesto n.Váhom;916 25;Potvorice;Potvorice;304;TC;;;;;;;;;;;;;;;;;;;;;;;
Povaany;Povaany;Nové Mesto n.Váhom;916 26;Povaany;Povaany;304;TC;;;;;;;;;;;;;;;;;;;;;;;
Povaská Bystrica;Povaská Bystrica;Povaská Bystrica;;;Pozri zoz.ulíc s PSÈ;306;TC;;;;;;;;;;;;;;;;;;;;;;;
Povina;Povina;Kysucké Nové Mesto;023 33;Kysucké Nové Mesto 1;Kysucké Nové Mesto 1;504;ZI;;;;;;;;;;;;;;;;;;;;;;;
Povoda;Povoda;Dunajská Streda;929 01;Dunajská Streda 1;Dunajská Streda 1;201;TA;;;;;;;;;;;;;;;;;;;;;;;
Povrazník;Povrazník;Banská Bystrica;976 55;¼ubietová;¼ubietová;601;BC;;;;;;;;;;;;;;;;;;;;;;;
Pozba;Pozba;Nové Zámky;941 51;Podhájska;Podhájska;404;NI;;;;;;;;;;;;;;;;;;;;;;;
Pozdišovce;Pozdišovce;Michalovce;072 01;Pozdišovce;Pozdišovce;807;KI;;;;;;;;;;;;;;;;;;;;;;;
Pôtor;Pôtor;Ve¾kı Krtíš;991 03;Pôtor;Pôtor;610;BC;;;;;;;;;;;;;;;;;;;;;;;
Praha;Praha;Luèenec;985 11;Haliè;Haliè;606;BC;;;;;;;;;;;;;;;;;;;;;;;
Prakovce;Prakovce;Gelnica;055 62;Prakovce;Prakovce;801;KI;;;;;;;;;;;;;;;;;;;;;;;
Prašice;Prašice;Topo¾èany;956 22;Prašice;Prašice;406;NI;;;;;;;;;;;;;;;;;;;;;;;
Prašník;Prašník;Piešany;922 11;Prašník;Prašník;204;TA;;;;;;;;;;;;;;;;;;;;;;;
Pravenec;Pravenec;Prievidza;972 16;Pravenec;Pravenec;307;TC;;;;;;;;;;;;;;;;;;;;;;;
Pravica;Pravica;Ve¾kı Krtíš;991 21;Závada;Závada;610;BC;;;;;;;;;;;;;;;;;;;;;;;
Pravotice;Pravotice;Bánovce nad Bebravou;956 35;Nedašovce pri Topo¾èanoch;Nedašovce pri Top.;301;TC;;;;;;;;;;;;;;;;;;;;;;;
Práznovce;Práznovce;Topo¾èany;955 01;Topo¾èany 1;Topo¾èany 1;406;NI;;;;;;;;;;;;;;;;;;;;;;;
Preèín;Preèín;Povaská Bystrica;018 15;Preèín;Preèín;306;TC;;;;;;;;;;;;;;;;;;;;;;;
Predajná;Predajná;Brezno;;;Pozri zoz.ulíc s PSÈ;603;BC;;;;;;;;;;;;;;;;;;;;;;;
Predmier;Predmier;Bytèa;013 51;Predmier;Predmier;501;ZI;;;;;;;;;;;;;;;;;;;;;;;
Predná Hora;Predná Hora;Revúca;049 01;Muráò 1;Muráò 1;608;BC;;;;;;;;;;;;;;;;;;;;;;;
Prenèov;Prenèov;Banská Štiavnica;969 73;Prenèov;Prenèov;602;BC;;;;;;;;;;;;;;;;;;;;;;;
Prese¾any;Prese¾any;Topo¾èany;956 12;Prese¾any;Prese¾any;406;NI;;;;;;;;;;;;;;;;;;;;;;;
Prestavlky;Prestavlky;iar nad Hronom;966 01;Hliník nad Hronom;Hliník nad Hronom;613;BC;;;;;;;;;;;;;;;;;;;;;;;
Prešov;Prešov;Prešov;;;Pozri zoz.ulíc s PSÈ;707;PV;;;;;;;;;;;;;;;;;;;;;;;
Prešov - Cemjata;Cemjata;Prešov;080 01;Prešov 1;Prešov 1;707;PV;;;;;;;;;;;;;;;;;;;;;;;
Príbelce;Príbelce;Ve¾kı Krtíš;991 25;Èebovce;Èebovce;610;BC;;;;;;;;;;;;;;;;;;;;;;;
Pribeník;Pribeník;Trebišov;076 51;Pribeník;Pribeník;811;KI;;;;;;;;;;;;;;;;;;;;;;;
Pribeta;Pribeta;Komárno;;;Pozri zoz.ulíc s PSÈ;401;NI;;;;;;;;;;;;;;;;;;;;;;;
Pribiš;Pribiš;Dolnı Kubín;027 41;Oravskı Podzámok;Oravskı Podzámok;503;ZI;;;;;;;;;;;;;;;;;;;;;;;
Príbovce;Príbovce;Martin;038 42;Príbovce;Príbovce;506;ZI;;;;;;;;;;;;;;;;;;;;;;;
Pribylina;Pribylina;Liptovskı Mikuláš;032 42;Pribylina;Pribylina;505;ZI;;;;;;;;;;;;;;;;;;;;;;;
Priechod;Priechod;Banská Bystrica;976 11;Selce pri Banskej Bystrici;Selce pri B.Bystrici;601;BC;;;;;;;;;;;;;;;;;;;;;;;
Priekopa;Priekopa;Sobrance;072 61;Porúbka pri Sobranciach;Porúbka pri Sobran.;809;KI;;;;;;;;;;;;;;;;;;;;;;;
Priepasné;Priepasné;Myjava;906 15;Brezová pod Bradlom;Brezová pod Bradlom;303;TC;;;;;;;;;;;;;;;;;;;;;;;
Prietr;Prietr;Senica;906 11;Prietr;Prietr;205;TA;;;;;;;;;;;;;;;;;;;;;;;
Prietrka;Prietrka;Skalica;908 49;Vrádište;Vrádište;206;TA;;;;;;;;;;;;;;;;;;;;;;;
Prievaly;Prievaly;Senica;906 34;Prievaly;Prievaly;205;TA;;;;;;;;;;;;;;;;;;;;;;;
Prievidza;Prievidza;Prievidza;971 01;Prievidza 1;Prievidza 1;307;TC;;;;;;;;;;;;;;;;;;;;;;;
Prihradzany;Prihradzany;Revúca;049 14;Licince;Licince;608;BC;;;;;;;;;;;;;;;;;;;;;;;
Príkra;Príkra;Svidník;090 05;Krajná Po¾ana;Krajná Po¾ana;712;PV;;;;;;;;;;;;;;;;;;;;;;;
Príslop;Príslop;Snina;067 66;Kolbasov;Kolbasov;709;PV;;;;;;;;;;;;;;;;;;;;;;;
Pritu¾any;Pritu¾any;Humenné;094 08;Ruská Poruba;Ruská Poruba;702;PV;;;;;;;;;;;;;;;;;;;;;;;
Proè;Proè;Prešov;082 14;Pušovce;Pušovce;707;PV;;;;;;;;;;;;;;;;;;;;;;;
Prochot;Prochot;iar nad Hronom;966 04;Horná daòa;Horná daòa;613;BC;;;;;;;;;;;;;;;;;;;;;;;
Prosaèov;Prosaèov;Vranov nad Top¾ou;094 31;Hanušovce nad Top¾ou;Hanušovce nad Top¾ou;713;PV;;;;;;;;;;;;;;;;;;;;;;;
Prosiek;Prosiek;Liptovskı Mikuláš;032 23;Liptovská Sielnica;Liptovská Sielnica;505;ZI;;;;;;;;;;;;;;;;;;;;;;;
Prša;Prša;Luèenec;985 41;Šávo¾;Šávo¾;606;BC;;;;;;;;;;;;;;;;;;;;;;;
Pruské;Pruské;Ilava;018 52;Pruské;Pruské;302;TC;;;;;;;;;;;;;;;;;;;;;;;
Prusy;Prusy;Bánovce nad Bebravou;957 03;Bánovce nad Bebravou 1;Bánovce nad Beb. 1;301;TC;;;;;;;;;;;;;;;;;;;;;;;
Pruina;Pruina;Povaská Bystrica;018 22;Pruina;Pruina;306;TC;;;;;;;;;;;;;;;;;;;;;;;
Pstriná;Pstriná;Svidník;090 05;Krajná Po¾ana;Krajná Po¾ana;712;PV;;;;;;;;;;;;;;;;;;;;;;;
Ptièie;Ptièie;Humenné;067 41;Chlmec;Chlmec;702;PV;;;;;;;;;;;;;;;;;;;;;;;
Ptrukša;Ptrukša;Michalovce;076 77;Ruská;Ruská;807;KI;;;;;;;;;;;;;;;;;;;;;;;
Pucov;Pucov;Dolnı Kubín;026 01;Dolnı Kubín 1;Dolnı Kubín 1;503;ZI;;;;;;;;;;;;;;;;;;;;;;;
